sentiment,text
1,exactly point fit premi access boarding group return ticket yr
0,never experience bad customer service placing blame codeshare partner assume responsibility unacceptable
0,currently board check terrible staff rude expensive luggage throw around etc
0,fuck void ticket kept money even apology never fly airline unitedairlines
0,worst customer svc kevin rep call center must investigate baggage lose help argument
0,sell ticket terrible service ua staff reach silver
0,get demote gold cuz hubby get pqd tho enuf spend goldsspousaldiscriminationangry
1,thank
1,favorite way travel thank
0,yes lot terrible customer service newark despite raise complaint ignore hence tweet
0,lovely new plane lga ord power outlet
0,tweet id number reveal home address anyone web
0,file delayed bag report saturday flight cancel flightled never go anywhere
0,need land ewr baggage claim file send employee droppeditoffyet
0,rarely cease amazefor bad hope last time fly
0,icloud yet please help
0,response back
0,atrocious customer service
0,albanyairport delay departure check bag gate claim space fill walk open space delay poorcustomerservice
0,cancel flighted flight reason amp phone hour vacation
0,thats response shake head back forth tsk betterfrom customer service apology
0,course bag frustrate
0,bad avoid like plague
0,bad airline world
0,someone need dm resolve correctly extremely disappointed service receive terrible management
0,premier gold desk change flight waif fee give wrong flight jana acosta salt lake refuse service angry
0,give one thing consistent unfortunately consistent job well alwaysdelayedonunite
0,right angry
0,first time fly united also last time terrible back branson virginatlantic unitedairlines
0,use commit continentalairlines flyer merger remember switch communicationfail
0,least could offer ticket coach instead cancel flight reservation glitch notfair
0,say make flight poornoncommunication unaccounted lose time amp lot frustrate flyer stand around
0,think dm would well
0,gate announcement state delay due maintenance yet app say late flight arrive aircraft tell truth
0,easily bad company ever experience lose someone personal possession amp could care less
0,app show arrive aircraft early depart flight delay due late flight arrive aircraft
0,already airport hr late flightr still guy really kill today try stay positive
0,united service level reach etihad let realistically lufthansa ill consider
0,really someone call sick someone forgot call replacement hour late flight take theworst
0,ask flight attendant typical compensation would amp say may get free tv unacceptable
0,disappointment today simply put rather unpleased thing currently flight delay wait get home
0,round trip nonenglish speak friend strand twice hour time staff member rude
0,find group people actually hate people isis right united airlines
0,nope walk amp orf terminal amp united agent find show last minute board many panicked people
1,thank
0,time finally get dallas could drive less frustration cheap
0,try get final destination need compensation personal time waste
0,guy really customer service cluecould spend effort clearing bin rollerboard instead art project mine
1,priority iove
1,pleased premier platinum
0,put bag plane seattle flight wait line talk someone bag status matter
0,hahaha american company would say great sarcasm
0,think actually like screen grin face big eye grin face big eye grin face big eye
0,apparently ask people board planehow big miscalculation make
0,shame choose united may difference reunite age friend never see poorservice
0,check status claim go month attention upset
0,flight delay due maintenance lit cause miss connection iah msy help
0,unitedairlines pls fix aspenbaggagefail issue pay way aspen flight cancel flight leave cold den
0,read bio see work never encounter airline disappointed understatement
0,customer care email phone rep speak many issue place character
1,thank  certainly take look please follow dm confirmation number assistance jh 
0,process recover car rental condo rental florida call united alternate flight noanswer
1,thank listen definitely person line think absurd
0,wait tarmac gt apparently overweight amp return gate what the f fb
0,thank mention board ask person measure bag another woman men ask
0,leave tarmac united gate agent agree head count min count people max epicfailunite
0,real dedication amp concern apology fix issue miserable issue past mo
0,block dme would rather complain public forum
1,ok submit thank opportunity give feedback
1,big thank ms winston assist phone baggage claim issue today really go extra mile
1,soon article thanks tom
0,book flight charge twice means redeem cc point properly would go elsewhere
0,ton problem get bag give run around day
0,pedophile airline split yr old daughter row apart flight boston
